slug,type,title,city,priceEuros,priceCents,status,area,land,rooms,beds,dpeClass,photoCount,photoUrls
gisors-maison-6045,maison,Maison — 161 m² — Gisors,Gisors,235000,23500000,a_vendre,161,1147,7,4,,20,/uploads/7e6262d1-4b14-410b-a94e-973ea9bc8d63.jpg|/uploads/9711e26a-9a88-4e3f-959f-0f8e46f0c9e8.jpg|/uploads/f9dad447-10cb-49a4-80ee-9c4f9a6e99cb.jpg|/uploads/00280db5-c5b5-4235-a7b6-95e9e9cb90eb.jpg|/uploads/6147b556-45bc-4d4e-be12-d145738614c2.jpg|/uploads/160463b7-3b92-4164-8f2d-46e180e8b47a.jpg|/uploads/7f17c9e3-f2af-48f8-a1ab-9fe9d15d6115.jpg|/uploads/74f5bd2f-2517-42e5-a5ef-641a3e4bba4b.jpg|/uploads/0dcd658f-171b-411e-b20e-670864440ffa.jpg|/uploads/14cd1c72-1e35-4164-93ec-c54162ae3e38.jpg|/uploads/1757861d-20d8-4b4e-9edc-290c4f72c7c6.jpg|/uploads/eaaa03e0-b0dd-49a0-b42c-d6a0e01e15e6.jpg|/uploads/b7c4b100-b43c-4d3f-93ee-feb035cf0541.jpg|/uploads/4c5f7ce8-4007-4172-aabe-3fcaa7227d15.jpg|/uploads/cf82644c-f7b1-4aed-9ef7-d230769f4e02.jpg|/uploads/2268ff1b-fb67-4e0f-86e9-0a633fceefd8.jpg|/uploads/9425fdb2-0225-40cc-a279-df6683688692.jpg|/uploads/a48e409e-cd14-4327-98e9-db7c0433ba68.jpg|/uploads/ffb7348d-871d-4f82-b937-1513991b94f2.jpg|/uploads/97ba2296-7b80-4be2-b582-7503074843da.jpg
gisors-maison-6051,maison,Maison — 100 m² — Gisors,Gisors,241000,24100000,a_vendre,100,661,6,3,,10,/uploads/6210f4a5-31d5-4803-a382-b8abfb90eb04.jpg|/uploads/03ba8999-9d04-40a3-8510-0a1131ae4efb.jpg|/uploads/18209b8b-6574-45ad-b004-e1553764491b.jpg|/uploads/f06fdbd3-7d01-4872-ae0b-baf724b6dcd3.jpg|/uploads/8d063f18-ab0e-4d50-81e7-439cbd975904.jpg|/uploads/63a63924-3190-488d-a71a-9b1216cc9ad7.jpg|/uploads/eb13658c-15d2-4a7c-946d-76fb45c4026a.jpg|/uploads/21d9bb5d-5e2e-4024-b33f-c7585d92e72c.jpg|/uploads/260692e7-4805-41dd-8250-1a1853ed2665.jpg|/uploads/94bbfde6-8f35-4960-a7f0-4c8fcf309631.jpeg
gisors-appartement-5241,appartement,Appartement — 91 m² — Gisors,Gisors,241000,24100000,a_vendre,91,0,6,4,,12,/uploads/75755ef5-16a2-4215-bbeb-1a62352a06cc.jpg|/uploads/1876d18a-3f7d-4999-91c0-8cfe9c78d5a1.jpg|/uploads/a6e448bb-bc81-4144-90b0-7b53fea1901a.jpg|/uploads/c4fa4fac-5d20-4317-b904-73656b79a884.jpg|/uploads/50a0e0bf-894e-4628-a6c4-f77a5b455e63.jpg|/uploads/25555d57-02bb-4abf-9ff1-f9ac9a95e3ce.jpg|/uploads/784db84f-eb51-4eb5-a40e-240f1a62bdf7.jpg|/uploads/e424b6b2-62af-468d-b33e-7ba8c23fd8b6.jpg|/uploads/ca9aad18-4068-4323-9633-8609dd3e23e9.jpg|/uploads/6d9d47d8-f332-4cd5-8458-cc692e667522.jpg|/uploads/2ebe3741-2c1c-42e1-93a9-07ec7b3ea17c.jpg|/uploads/289b2678-7ea8-4dee-bd6f-adac035345bb.jpg
gisors-appartement-5810,appartement,Appartement — 185 m² — Gisors,Gisors,249000,24900000,a_vendre,185,0,5,2,,9,/uploads/9921eed8-664f-444c-9884-d2830f2f7092.jpg|/uploads/6ed9f737-2bd4-49f5-bcac-90d67272135d.jpg|/uploads/49891449-cb5b-4a64-a273-51ebc284ecc7.jpg|/uploads/cc5a8fe6-9495-45f9-bce9-2a0ca1c6d0e0.jpeg|/uploads/b152279d-73e6-4519-9597-fcf6b7b27d0a.jpg|/uploads/336ba0ab-2904-4ad3-a2c8-c3d2f515787d.jpeg|/uploads/7a1b78b8-b7f2-48ca-b5c1-089be09e7d2c.jpeg|/uploads/c5026a95-3c60-4bb8-af58-33917b25da42.jpeg|/uploads/4eccec8d-cf5e-4192-9671-52f53aba3887.jpeg
gisors-maison-6065,maison,Maison — 100 m² — Gisors,Gisors,251000,25100000,a_vendre,100,461,5,3,,20,/uploads/9e234b55-e7bc-4d5f-9c5a-d5ad1cab4727.jpeg|/uploads/5ca32d9f-63c2-4665-b9db-af2497454bbb.jpeg|/uploads/1d5ce55a-7024-40bd-8f7b-3c978d5f64e0.jpeg|/uploads/4aa17405-b25b-4b97-af2c-92e54d173b10.jpeg|/uploads/b6f9bb03-848f-4b59-a313-496bb873a187.jpeg|/uploads/a53e0516-f311-4727-be8d-b2d3b5433b1f.jpeg|/uploads/9c3b1b3e-8219-4eb6-bf5a-cb0bc909e79e.jpeg|/uploads/1730f572-bc8e-4263-a1ba-2c4fe11370b4.jpeg|/uploads/24cec5ea-b693-46b8-990a-d65c41eb6892.jpeg|/uploads/93d10d7a-ac47-4a68-b77f-4dd44174971b.jpeg|/uploads/1145ae98-8126-4190-8683-9b6d83e5eb78.jpeg|/uploads/d3469c6c-909f-418b-9f1a-ee6d948861e7.jpeg|/uploads/73b8b178-2294-4542-bb8d-73e6fbf000d5.jpeg|/uploads/cdc2a6bc-8a2e-4312-9237-560489c251f6.jpeg|/uploads/5c9d5312-4ae1-4bf5-b31b-4f1f71498c49.jpeg|/uploads/02d935ba-5ee2-46b9-bdaf-774fab5cb6d8.jpeg|/uploads/8357bc17-5139-4586-8fa8-290581ee8748.jpeg|/uploads/149b29ab-20be-4cf2-904f-26f1aec889ef.jpeg|/uploads/8d515b69-ff37-4444-acc7-0a00c79b89e5.jpeg|/uploads/51abc771-eace-44eb-8ada-e0d860d9fee1.jpeg
gisors-maison-5887,maison,Maison — 91 m² — Gisors,Gisors,262000,26200000,a_vendre,91,838,5,3,,8,/uploads/6bcc9155-bb1c-42c4-b2a4-e6cb419ad1b5.jpg|/uploads/dd7b4bee-40f2-4185-918a-e56919e2e73d.jpeg|/uploads/654d0e31-9227-4e2f-938b-2a8250364468.jpeg|/uploads/c4737a81-26a7-454d-8364-5d525701528d.jpeg|/uploads/e9f74aca-11a9-4f8c-a1ce-3978e0048536.jpeg|/uploads/d5d2d87f-ae46-4c84-8c1c-a934bf0a7afe.jpeg|/uploads/530354c5-2dd8-4df6-b140-29f6f585de97.jpeg|/uploads/9bc8fb8f-e170-4b91-90d9-7c400b5c904a.jpg
gisors-maison-5732,maison,Maison — 177 m² — Gisors,Gisors,262000,26200000,a_vendre,177,1000,6,4,,14,/uploads/c474ce1a-737a-48f3-b073-30e79b3ade7a.jpg|/uploads/dd57de67-32fa-4659-9e73-f87810b784d6.jpg|/uploads/840476ee-d213-4ea4-aaf0-6a567ca8ea8c.jpg|/uploads/81a680b4-6628-4096-846e-f52a3ef3a08e.jpg|/uploads/07a42277-3d9e-4c26-a90f-c35c3ebb06c4.jpg|/uploads/39640929-aa3d-400c-87eb-fb52d2d1cef9.jpg|/uploads/a602c267-4d1d-4ed6-b3a2-b7c880b07c35.jpg|/uploads/a70e2a8d-d99b-49de-8264-2be38d5253af.jpg|/uploads/0c990358-db9f-40d8-bf1d-b4c0969299a5.jpg|/uploads/0fcda5fb-6c9e-4d20-bab4-567ebe91948b.jpg|/uploads/79997d0a-c342-43ee-b123-734873512aad.jpg|/uploads/943cbd13-bf65-4b57-ba82-da70786aee41.jpg|/uploads/4c412cea-d088-4742-8f95-b2b3408bea50.jpg|/uploads/b8688b63-f966-4451-893e-99841c724d90.jpg
gisors-maison-5878,maison,Maison — 205 m² — Gisors,Gisors,273000,27300000,a_vendre,205,2610,10,3,,16,/uploads/6993d817-3422-4325-952c-c934bedca981.jpeg|/uploads/99e7ec61-7b5a-4d27-8c08-bb3eebfc08df.jpeg|/uploads/097f23b6-b32e-4a27-84ba-5cbfde08c853.jpeg|/uploads/da4ff863-39c1-432c-b68b-eadfee4753ab.jpg|/uploads/3cfc0521-8806-486f-b30d-20422bb5b08f.jpg|/uploads/e206c77b-1006-4442-99d9-6024d778229a.jpg|/uploads/82b59fe1-af64-4fb5-8351-0c3df1d25a53.jpg|/uploads/a40c14a3-1378-4ff5-9e10-fbe40b7ecd21.jpg|/uploads/dd31ca2a-edbf-44a9-b620-687c97b0f667.jpg|/uploads/3a13fe6f-756d-462e-a942-595884cfef23.jpg|/uploads/f8dac43d-24e7-42cd-ae2d-d373d410292f.jpg|/uploads/9a3d00b4-e96e-45bf-98f9-fc4b8a422ada.jpg|/uploads/855e664d-938b-4c45-8bf6-5c7cfff5baa9.jpg|/uploads/a3671848-c299-414c-a33e-7304409c5ae8.jpg|/uploads/19f50e91-ee2a-4b58-91f7-cb2b8428211b.jpg|/uploads/4df97200-7718-4f97-b013-7b19038b452e.jpg
gisors-maison-5987,maison,Maison — 125 m² — Gisors,Gisors,282000,28200000,a_vendre,125,1908,6,4,,17,/uploads/0d56f983-0ef1-4422-9ec3-1febf5262687.jpg|/uploads/867e4022-eef7-433a-9283-2c24d95c50df.jpg|/uploads/a2089f84-7a82-4854-8724-b311364fd4c1.jpg|/uploads/a00ec17e-aaa1-46a6-a7b9-2c62a73657c6.jpg|/uploads/a07d2b4b-05aa-47df-b8fa-7590952ae00d.jpg|/uploads/c21346a9-dca0-40eb-a223-f967e0ba1f36.jpg|/uploads/e5013d6c-e58e-4234-8ce8-08dba5ab4d08.jpg|/uploads/fbd74c5a-05e5-4e6d-8980-0ef6469c561f.jpg|/uploads/ddcb4789-3c66-460f-86ed-7ec98a4088fc.jpg|/uploads/e0fb7261-d4ec-41e5-b33d-7ed460230496.jpg|/uploads/8865a55b-da7c-4cda-ae93-a2a126846561.jpg|/uploads/b46b9d1f-221b-4cf2-9714-7529ad57be6e.jpg|/uploads/a1532764-8df3-4770-8df4-aa2ed82ba04a.jpg|/uploads/46af83ef-3848-4539-acae-f742b2c7a60a.jpg|/uploads/ec6c65f3-a504-41ec-8ce7-bcf367ad5136.jpg|/uploads/f8f1877c-050c-4492-980b-05408e8bdcec.jpg|/uploads/07a1ca0b-d5fc-4bf7-8402-739c8d742894.jpg
gisors-maison-6037,maison,Maison — 201 m² — Gisors,Gisors,288500,28850000,a_vendre,201,354,9,4,,18,/uploads/61a4f922-410f-495e-927c-f235fe757640.jpg|/uploads/7d0e313f-0c8f-49cd-9544-415853c302cd.jpg|/uploads/ca3304eb-aa6a-487e-b08b-fb684ef42e20.jpg|/uploads/77836d13-1009-4560-8208-2e82b55aa3f7.jpg|/uploads/be7be6c7-3742-4540-a36b-31f2f595eee3.jpg|/uploads/09b12414-b424-4d34-b95d-5314fcad4529.jpg|/uploads/f2e53a99-524c-44af-8ec0-db485d383d4e.jpg|/uploads/631128a7-c20f-4f00-9225-014cfbd549fc.jpg|/uploads/8f3baa54-f49c-4cf7-b248-e3297b1101d4.jpg|/uploads/ba7e8d31-581a-4d6d-8737-09c5fac9fb3c.jpg|/uploads/4323876d-8487-4590-8859-415227533c66.jpg|/uploads/f4375a5a-82f0-4bbe-9b98-bbfb8b5be250.jpg|/uploads/6346331c-d913-420e-ad23-e9579d837250.jpg|/uploads/8e2acaba-2c53-4dab-928b-b17899aa9b88.jpg|/uploads/3d941e8c-fa99-49e9-a32c-c9a9d027b5d4.jpg|/uploads/726ff02a-209e-492d-86d4-d8f8d5e26ee7.jpg|/uploads/dc610bf2-a3f6-4f0b-98d9-59668c23edde.jpg|/uploads/d19097d1-4ca6-4049-ae66-94746844fca8.jpg
gisors-maison-6066,maison,Maison — 140 m² — Gisors,Gisors,294000,29400000,a_vendre,140,1175,7,4,,20,/uploads/285b0fcf-03e5-4089-b215-13cc2bd6e94b.jpeg|/uploads/7eb70d0d-be53-43f7-ba48-7e1eafed0e0c.jpeg|/uploads/faa567a0-7900-4953-8129-f3b4b21aeb98.jpeg|/uploads/43e4c492-d64c-4b4b-ba1b-d2fcb7153d8a.jpeg|/uploads/abc7f905-c1e6-4169-a72a-37f435d7307c.jpeg|/uploads/9ea162cf-2530-4a52-ab2e-aacd68780629.jpeg|/uploads/a91c5985-9f1b-4b67-92ca-5c1e4cc5093d.jpeg|/uploads/7f533447-6e33-4836-bdd2-40cad304660d.jpeg|/uploads/abf10d52-74ab-4de0-88e2-b46d2570a52f.jpeg|/uploads/962b2b46-5213-4ec5-a7a1-609bb1ae173b.jpeg|/uploads/3084f27e-9c6e-42bc-bc90-f7675a2f265b.jpeg|/uploads/af9acc9b-5e6b-4b05-ba30-526c7a53450a.jpeg|/uploads/96834218-bdc9-447c-9e52-6af76491ef5e.jpeg|/uploads/cb3b7f45-405a-4da8-ba2e-a602410bf517.jpeg|/uploads/21871fe7-feae-4bd0-beda-eea20952e4ed.jpeg|/uploads/35eb8242-2af2-4e9d-bc03-b92a0524c76c.jpeg|/uploads/429bf64e-9a40-4fff-a4bb-3c565c235988.jpeg|/uploads/65d9ab8b-0f80-4772-8098-69265648b314.jpeg|/uploads/af47bc91-364a-47d0-b78f-e11d53d0e93b.jpeg|/uploads/31935a9b-7282-4405-8eb4-5a3c1a6b7759.jpeg
gisors-maison-6048,maison,Maison — 117 m² — Gisors,Gisors,314000,31400000,a_vendre,117,588,7,4,,20,/uploads/c7a77642-0cde-44c1-8bd8-f6807be15fe9.jpg|/uploads/aa929904-a92d-45ca-9c20-fbcb322a124c.jpg|/uploads/27705138-8ec2-43a8-a979-105e4e38e330.jpg|/uploads/23596274-3e49-4dcf-8458-3d4ad83a3d5a.jpg|/uploads/2cd7208b-f398-4041-929b-b509ae27e671.jpg|/uploads/e9b2f4d4-ca6f-404a-86b4-4ec02af673a9.jpg|/uploads/aa99a973-7809-47cd-86b8-f23eeddc7676.jpg|/uploads/50b62615-3a8b-408a-a641-b36d47bae94c.jpg|/uploads/7f766823-cb4a-41d9-80db-726353370a43.jpg|/uploads/6073a0e2-aa75-41aa-b37f-fdd83d8af356.jpg|/uploads/59fa2c9a-877b-4454-b90c-6e46b97da1a9.jpg|/uploads/b1efc3ce-c6b9-4299-b599-1fcb43ea4e4a.jpg|/uploads/8bce17b2-995a-410f-9dec-90b178362f73.jpg|/uploads/aed66f04-6d6e-4b23-8e52-fe8db475b0d4.jpg|/uploads/723e64a1-ae55-42ff-a270-52a6f7d74589.jpg|/uploads/8dda248c-8c91-40ef-a597-7773e7da112d.jpg|/uploads/ab785f40-654b-439e-9f00-9ee141f02eb8.jpg|/uploads/1761660b-1a28-4db5-bc6a-4c88798b1a87.jpg|/uploads/51f4b82d-bbab-4b10-a546-78a3d2d44c17.jpg|/uploads/fb41d2fe-9c68-44b7-89f9-9086a6972a6a.jpg
gisors-maison-6068,maison,Maison — 126 m² — Gisors,Gisors,314000,31400000,a_vendre,126,635,7,5,,20,/uploads/aa605cc1-da54-4a5c-b102-6d3277bf9ab2.jpeg|/uploads/ad4889aa-c6af-47db-83ad-e5a8d07ed715.jpeg|/uploads/f7d7f764-ac3a-4c01-acd2-9527ae69c706.jpeg|/uploads/33411a79-6983-43ee-82b5-f5b914b67e48.jpeg|/uploads/c59647dc-9073-4db4-8a2f-5ac10eb0ff7c.jpeg|/uploads/14571d08-c3f2-4206-9109-55e1ed13804b.jpeg|/uploads/5e4ec0e0-3e99-40f1-b834-174da8b65dbd.jpeg|/uploads/86197844-135c-47b3-9cc3-ef124ec7b8a4.jpeg|/uploads/58b18c38-8efd-4eef-a93b-f470933ad565.jpeg|/uploads/de436b19-daaf-4e38-acc3-6826b1630a0e.jpeg|/uploads/b565e730-06ee-42c2-854e-cdefdbb11c5b.jpeg|/uploads/8ec41e9f-4bd4-430f-a140-ac7b113ab059.jpeg|/uploads/059ce8b1-c18f-4d15-8510-e28916fac544.jpeg|/uploads/7e4f4465-2baa-4409-bbbd-032a0626586b.jpeg|/uploads/177bed25-5e18-478f-8809-96eeff93c69a.jpeg|/uploads/dd5a824c-f93c-42d7-a8c0-b2f6a8dead6b.jpeg|/uploads/883b9d5b-07aa-43c9-84b5-558e5e0ccabe.jpeg|/uploads/f93e78fc-b927-4b4f-81ad-ca81734fd6c8.jpeg|/uploads/2b3f8e63-1f86-4a4f-8476-b34b0bd10093.jpeg|/uploads/cad4ad1a-a5ea-4ee2-8838-60d533949ea9.jpeg
gisors-maison-6017,maison,Maison — 146 m² — Gisors,Gisors,315000,31500000,a_vendre,146,4870,7,4,,20,/uploads/b05d17f1-90bd-4d07-8c83-591f6a7a8e59.jpg|/uploads/83772c85-9722-4012-8d6c-6db215c26b50.jpg|/uploads/81cb97c8-9de7-46cf-a48e-7aafe4dc17fc.jpg|/uploads/8f67cefa-f6e6-4065-ac13-b4df7ec452cc.jpg|/uploads/994cafef-bd8d-41c6-8fe6-0c7c5d457fda.jpeg|/uploads/c50b4ded-00f3-4e55-8d51-901764b58c4d.jpeg|/uploads/b1e919be-6745-4aa3-ab28-a1a6111d6929.jpg|/uploads/00f2f2e0-6dfe-458f-90fd-e4515cf043aa.jpeg|/uploads/89f0a3ed-7613-495e-83e7-84379e7c8755.jpeg|/uploads/226b26cb-9547-4f44-a82c-096d862d1741.jpg|/uploads/35aeb116-27ce-430a-9af9-42d05993880e.jpg|/uploads/704db0a4-c6f0-409f-bcf4-01120d68fc54.jpg|/uploads/178532e1-6353-4f1b-9621-19d17c51a124.jpg|/uploads/9813730d-0660-42a4-945b-d7ef0a593af7.jpg|/uploads/7d0fea64-aa39-40e2-b655-c1cf0401094c.jpg|/uploads/ae28fb8d-a92f-4c62-a5ed-85c184c48d4f.jpg|/uploads/b03fa231-668a-40c7-88c7-9f9976ff65e0.jpg|/uploads/dca97811-54cd-4d74-8e19-683ad20c8270.jpg|/uploads/43312833-8f67-42ac-b854-2792dd24d4b1.jpg|/uploads/9f73d1fc-fd8c-4648-8f59-80101f73bb13.jpg
gisors-maison-5975,maison,Maison — 176 m² — Gisors,Gisors,317000,31700000,a_vendre,176,518,7,4,,13,/uploads/08cf96a9-9d4a-40d5-864d-ff5959ee2afa.jpg|/uploads/ee6e13fd-c410-4c70-8606-ebf6b065689b.jpg|/uploads/82fb6a6b-7dd0-4365-be3c-dd4565b9e821.jpeg|/uploads/ea9397e0-6eef-4e7b-9af8-e2c8391388ba.jpeg|/uploads/59021a8b-a2dd-45d3-b1d5-9e9cad72603c.jpeg|/uploads/d3775a9c-6872-42c2-85e2-1ad8bfef0f09.jpeg|/uploads/8e0c2e6c-271e-472f-8ca4-5fea53917bfd.jpeg|/uploads/2ce645b4-5d9c-44ed-bc88-add61baa9d9f.jpeg|/uploads/b6ef9c72-422d-4e6b-9f83-2b2f1d942116.jpeg|/uploads/7c36e93f-6a5a-41a7-8629-31969cfd862f.jpg|/uploads/f3179baa-668f-4cc0-9931-3af5a2d29609.jpg|/uploads/4c90f91d-6a3f-4c97-8bde-971b9e9a8f95.jpg|/uploads/e31878dc-05e3-4b3b-aacd-28d8306b33f5.jpg
gisors-maison-5966,maison,Maison — 135 m² — Gisors,Gisors,319000,31900000,a_vendre,135,540,7,4,,12,/uploads/b9d9f0d2-10e4-4e42-8461-5997f8212ad5.jpg|/uploads/f6a5da62-8cbc-4b2a-a6f0-f799f6848839.jpg|/uploads/8f54bb7b-fd58-42b1-9e63-c72eac6682c1.jpg|/uploads/5385b449-fe1c-44a3-9e64-baaec6f04bd1.jpg|/uploads/f44e3a44-1f40-4273-9096-5db8642c8fc0.jpg|/uploads/ea2e9113-dc8b-48ad-9cb6-a5a2c06ad107.jpg|/uploads/d2adabc2-9b56-44d1-b3c3-d291f00c9a71.jpg|/uploads/3aa6fefc-c9af-4b2b-be70-901651322108.jpg|/uploads/9d3dcf51-c966-403c-9820-30c9d27155e7.jpg|/uploads/6b68f1e1-51e5-47cd-814c-2d7a2a1be5a3.jpg|/uploads/6a1a3aea-611e-493a-9bf2-2c6585a1db0d.jpg|/uploads/5126f8f0-3e52-42b3-b098-4ebf6350ad96.jpg
gisors-maison-6060,maison,Maison — 189 m² — Gisors,Gisors,320000,32000000,a_vendre,189,1199,7,4,,20,/uploads/abd96686-d2d7-4a49-b712-1d95cc65e9b6.jpg|/uploads/95632b1e-fbc0-4dd8-a9dd-0583581ff4af.jpg|/uploads/253dd535-b1f7-422f-a8a8-2d5ceaf1487f.jpg|/uploads/c7ab4e93-53c7-4636-a334-9365bdcfb8f9.jpg|/uploads/bd71a6bd-0ee3-4d34-a502-422f5d89463d.jpg|/uploads/a2a917bf-652a-4043-8437-8a8fb683b793.jpg|/uploads/a28b7afc-2daf-4c3d-82b8-66b350caa64e.jpg|/uploads/4c9fcf98-a582-41ec-baf7-67d5873d61a7.jpg|/uploads/d42c6c53-2c56-45cb-a439-40af52054750.jpg|/uploads/a65071ce-b443-478f-bd77-20c380059c33.jpg|/uploads/395c4491-8deb-4b19-9d73-8263f27b0fef.jpg|/uploads/1edc6e9b-d764-4e5b-aa53-2236ef4f8e2c.jpg|/uploads/b29c887e-3145-42df-8d53-ff294bba0576.jpg|/uploads/044443c1-c4ce-4235-9e70-b62b992d120f.jpg|/uploads/472497d7-fbdd-453a-8fc2-13ab05f4a3f1.jpg|/uploads/0a75785b-9716-4266-a525-8a0ce74b366a.jpg|/uploads/f6eba7d2-ff99-4b31-a939-bcf7b953dce2.jpg|/uploads/6e68711c-2233-4453-91ee-ceae1aa4f66a.jpg|/uploads/53d2081a-2f2d-42f9-84d8-f263a6c60de9.jpg|/uploads/f768c500-8400-41d6-bcfe-f95a9a1053e4.jpg
gisors-maison-6030,maison,Maison — 200 m² — Gisors,Gisors,325000,32500000,a_vendre,200,458,7,4,,14,/uploads/4044740d-7854-42e1-80bb-fcce97d092e5.jpg|/uploads/a6b07096-7b37-44c9-afe1-9b71384ed39f.jpeg|/uploads/cf1c18cd-16fd-4ec9-9a29-dc9cab395804.jpg|/uploads/25c5a9d4-ddb1-4b34-872e-4ada9b4dc9ae.jpeg|/uploads/334d2cdd-2dd4-4632-9dfa-2c8cb566132f.jpg|/uploads/1ec9f0e2-beb0-4a99-8d36-4398787cdf23.jpg|/uploads/0f32a4c1-091c-44c4-a458-4510646dd3be.jpg|/uploads/b34b527c-3d26-4e7a-91aa-407cc2bd3628.jpeg|/uploads/88a0608d-85c1-41e0-abc9-168bc93f35fe.jpg|/uploads/eaeff8ae-bf39-40d5-a300-40474c0a9199.jpg|/uploads/f791d983-1de8-4cae-92c5-da6e6b0a910a.jpg|/uploads/86b94235-3b3f-431a-894d-2e00f9fc4328.jpg|/uploads/108685df-8e0f-42f8-8218-d1e5157a7744.jpeg|/uploads/3ce88190-8dd1-4f5d-ac70-3747e5a19210.jpg
gisors-appartement-5939,appartement,Appartement — 105 m² — Gisors,Gisors,325000,32500000,a_vendre,105,,5,4,,10,/uploads/d6f06a50-fbb2-43d0-81c6-cd0ca68e0ab2.jpg|/uploads/6a4f8ed7-eceb-43de-8a94-4de71a791f01.jpg|/uploads/47578fc0-cc64-49ea-a4c5-7cbd25949deb.jpg|/uploads/e26f5a48-4bfd-4869-b8e7-ea21b70d4850.jpg|/uploads/774800b9-7f96-445f-b3c9-486f22a0122f.jpg|/uploads/73fe1ea7-51a4-456d-8908-62da6dbed6b5.jpg|/uploads/0c7e6de6-62d3-4a23-958c-edff2dd42924.jpg|/uploads/1ddc3882-0157-4b53-8cce-2302fce9bb29.jpg|/uploads/2fe526e1-d0a6-42b4-a796-6efa4826c6e4.jpg|/uploads/9d21689b-6982-4e5f-bf6d-ead92ae5d45f.jpg
gisors-maison-6062,maison,Maison — 104 m² — Gisors,Gisors,334000,33400000,a_vendre,104,522,5,3,,20,/uploads/db0b6e22-c3b7-4233-bb43-f8714fa3d613.jpg|/uploads/eab3787b-92ba-47d7-a785-0501dcd57bce.jpg|/uploads/06d732e3-1b7a-4f6e-b853-e7e9d8f6ea4f.jpg|/uploads/205d84fb-fc68-4d8f-9bac-ceb8e857cf97.jpg|/uploads/07868e0c-df57-4347-b9ba-d4e4de705ecf.jpg|/uploads/e7b4435b-020a-4b53-8a4a-9f92140687e2.jpg|/uploads/13a740b6-68a8-4857-b5f7-173576a25ab6.jpg|/uploads/10e675b2-af0c-41bf-85d3-228dbd81bb1a.jpg|/uploads/f9bc7bff-37ee-4baa-8b5b-d7b208936ed7.jpg|/uploads/c01bfbc1-e3e5-4c06-8c7d-fcf742393b95.jpg|/uploads/9222261a-9bb0-438d-ba09-213af118e2f7.jpg|/uploads/21eed50f-b26c-4fc7-b415-d5ec2b0e7164.jpg|/uploads/0a0547b8-c14a-4e8d-968e-7e6c40bcb15e.jpg|/uploads/b67c1f84-8f1b-43d7-9658-3d9b52bacee2.jpg|/uploads/bc5963d4-ae8a-48f5-8748-500cf5c70639.jpg|/uploads/e11e5a57-fd3c-4179-a585-0575bbebf8c6.jpg|/uploads/39cfc834-1289-41bb-815d-9be83868d696.jpg|/uploads/0ab5d8a9-7561-4912-bcfb-cf2d66c5c3e5.jpg|/uploads/4a501ebd-d389-4291-8beb-4eae92372f27.jpg|/uploads/f3ea099c-c75b-4758-9649-45aa4b40429f.jpg
gisors-maison-5940,maison,Maison — 144 m² — Gisors,Gisors,337000,33700000,a_vendre,144,390,8,5,,15,/uploads/321d82f5-f5c3-483f-a5f0-77bbbcae3373.jpg|/uploads/ae459124-ddaf-4341-9a63-7a332131a1e4.jpg|/uploads/4c4a7fa1-de30-4bcf-a776-1b1d9b8f551b.jpg|/uploads/aa49ceed-f730-40e3-8625-e61d2c06547b.jpg|/uploads/791e5a71-920a-43b2-91b5-7c63b42833d4.jpg|/uploads/a27a2c91-4fbe-4821-8997-b75cc076834f.jpg|/uploads/70d920ed-678c-4c32-b0b9-f9eac07ea095.jpg|/uploads/e8fc8587-4ef8-4cbf-81f7-29cf8838dbd1.jpg|/uploads/c1e70ccc-f805-44e7-aa82-af3a7aa8b160.jpg|/uploads/413f4618-2e09-4a74-8737-dbe1a0a65701.jpg|/uploads/336f6f84-fce3-4c74-b97f-423a0d23c4ef.jpg|/uploads/bcbbce19-bf13-45cd-8859-44a8ed2d5619.jpg|/uploads/a2f2dda6-cdf9-4496-9cc7-33e5ed9ade73.jpg|/uploads/b3f6dde2-3bed-447f-b61b-e4efb1b96039.jpg|/uploads/af1a260c-fa58-4731-9f7f-c9855ebfda47.jpg
