slug,type,title,city,priceEuros,priceCents,status,area,land,rooms,beds,dpeClass,photoCount,photoUrls
gisors-maison-6063,maison,Maison — 146 m² — Gisors,Gisors,345000,34500000,a_vendre,146,1951,7,5,,20,/uploads/d48e94b2-9ca5-4bbf-b815-a73d3dee63a8.jpeg|/uploads/b965837b-04de-4bed-bf9c-5144910a6288.jpeg|/uploads/ecf8504d-1dfe-4fcf-83db-d8c5927c1bc2.jpeg|/uploads/3c91d34d-4d79-4231-8d78-6e2243a7f5c6.jpeg|/uploads/32fbe271-c7a9-438d-9eb9-b57b5d07824e.jpeg|/uploads/df4958fa-9efb-4d53-a2c3-afc8f31edcdd.jpeg|/uploads/e7c8fa5a-efb4-43f4-bdda-8f6a1c96c163.jpeg|/uploads/1f85b6fe-007c-4c0c-a410-af94f28af16b.jpeg|/uploads/6d6e0fd4-85ae-4d2c-a104-fae90c17266a.jpeg|/uploads/14ae7682-c46f-4659-8c4b-dc36daf7148c.jpeg|/uploads/30a0844a-6289-4f73-8f83-0e75c6f0fb91.jpeg|/uploads/6480e5c6-e8f9-47b7-af76-a32461a9c2d1.jpeg|/uploads/f3c140d6-c5d0-47e0-afb5-3b7965c4a6d7.jpeg|/uploads/b3195331-3516-41ce-808c-1bedc2f97480.jpeg|/uploads/78a705f7-a374-4f78-86a6-952b7780faa9.jpeg|/uploads/b6892e00-e981-4cb2-9870-c982761a99fc.jpeg|/uploads/a3d77197-e33e-4709-8b77-57addf44d28f.jpeg|/uploads/8a5fc004-a11d-4953-8314-bbad397965d9.jpeg|/uploads/160618fb-44f2-4a08-908c-fb2d9f3c3e39.jpeg|/uploads/2c60ae60-68bb-4327-973c-45dc694c7302.jpeg
gisors-maison-6050,maison,Maison — 185 m² — Gisors,Gisors,356000,35600000,a_vendre,185,513,9,6,,14,/uploads/b5251d41-62ee-4f28-97f9-d52618d3f21b.jpg|/uploads/c0a3a2b8-c169-427e-9fd7-6d7d4b13938d.jpg|/uploads/19a1652d-2137-4372-a1c4-4473d5f666ed.jpg|/uploads/09701d45-b0ad-4779-ae4d-748350d65c0b.jpg|/uploads/5c5705ef-abb1-4563-a1f2-1b072e769fa8.jpg|/uploads/8fbf3ba8-b6e0-475a-98c2-c2999e03c2c7.jpg|/uploads/4b35ca15-b1a6-4d9d-b336-6a84023dcdb3.jpg|/uploads/0daa26e8-096b-4ca8-8644-f2f6d79187c7.jpg|/uploads/97f09882-131a-4190-81cb-d8572f059b6d.jpg|/uploads/2b324f6f-0fe1-4136-a001-801fedb42b28.jpg|/uploads/e1ffc3dd-7492-4b43-a4d7-93b36ef34072.jpg|/uploads/be379aa5-771c-4f3b-86cc-41252c581f59.jpg|/uploads/7045c7dc-c3b7-46da-a0ca-fee7a09e91b1.jpg|/uploads/19285029-174a-4f92-878c-072144e7e2bf.jpg
gisors-maison-5982,maison,Maison — 193 m² — Gisors,Gisors,375000,37500000,a_vendre,193,1500,7,4,,13,/uploads/8e761383-a25a-4aa7-8734-c61884a54e61.jpg|/uploads/02249fd9-8a40-4388-a514-03fec7f64863.jpg|/uploads/9b76c99e-20e0-4a6d-be36-355eca7dbfd1.jpg|/uploads/3ba8330e-a865-494c-b84f-358f80fa7a6f.jpg|/uploads/04309d10-f635-42be-b3f8-6d14934bad43.jpg|/uploads/d8154d9a-d59a-414a-b3e2-97bb22134ba1.jpg|/uploads/b9eb587e-1155-4583-a056-73622ac3d942.jpg|/uploads/d1006a58-8c76-425a-870f-7226ea7fd20c.jpg|/uploads/9d9781bc-4db2-4546-8c51-c3d8fcf33eef.jpg|/uploads/5bac860b-1f2c-45ad-aa6f-9249ec8b3f70.jpg|/uploads/7b59d12c-6045-4a23-8969-6a2c8cbe0b9b.jpg|/uploads/302f27d3-53dd-4285-ba99-81b684e11c90.jpg|/uploads/66f2fbcd-bc8c-47f1-982e-bd625a031378.jpg
gisors-immeuble-5914,immeuble,Immeuble — 101 m² — Gisors,Gisors,379000,37900000,a_vendre,101,87,6,3,,15,/uploads/0bca6987-01a7-4c1a-a94c-a16d37cf55ff.jpeg|/uploads/184b46be-8e91-4ab7-959a-5830a1981299.jpg|/uploads/34b0dbf7-87e1-4384-8586-fed6b75d9858.jpeg|/uploads/c49a6a8a-15e7-4ca1-80bb-7e3cbbcebdcf.jpeg|/uploads/3f093fed-b069-4002-bb90-8f341865c00d.jpeg|/uploads/44b9f198-1aaa-4355-80de-7afc528e20b6.jpeg|/uploads/476247eb-1afd-4b44-9df0-d46e86303dc2.jpeg|/uploads/38bb73fd-24c1-4073-9f10-b1b6022e96e7.jpeg|/uploads/831d6bbd-e660-4059-a8d3-3c7dcbd1425a.jpg|/uploads/83f3ab71-a111-4543-a0c0-96d22bad5ac9.jpg|/uploads/bcb0e959-1f31-40b1-b54b-3f0b9cdd4930.jpg|/uploads/e55dd833-b496-4967-8763-f892af7f2630.jpg|/uploads/de1a6c94-59a1-456e-9d13-0e0b5e228e30.jpeg|/uploads/23a8b65e-b903-4062-aa82-3c898f42a3eb.jpg|/uploads/26eb8b70-4e9e-4008-9512-91e181251934.jpeg
gisors-maison-5901,maison,Maison — 143 m² — Gisors,Gisors,397000,39700000,a_vendre,143,2401,6,5,,14,/uploads/d25406fa-a665-4669-9dfe-ecd07bb4f956.jpg|/uploads/93380f4a-e28a-4a9a-9f21-074acdaff3be.jpg|/uploads/87a18e47-9ae6-4ea4-8f81-327a0510e3bc.jpg|/uploads/4bf962c9-aecc-4927-955f-f658a7becc55.jpg|/uploads/7d1f7917-7b2f-4dab-865b-ed8e06cae854.jpg|/uploads/2ae11d67-8503-4735-bb3f-32ab8160b065.jpg|/uploads/ba460750-a0f5-4709-bfee-8663b4cd4b23.jpg|/uploads/a7a47a64-9d57-49e7-929e-9361cbd75c64.jpg|/uploads/949b19c4-0015-4364-afdc-f38b8b05f694.jpg|/uploads/993b4a1e-af8f-4847-bc29-7cb1f8250e0a.jpg|/uploads/1a66497e-78d1-414a-baff-5bbb5376e65f.jpg|/uploads/e127bea1-b9ed-4be1-b96e-1444a2b75ee4.jpg|/uploads/47ea09e1-152e-4e89-a428-626d8aa56a6d.jpg|/uploads/8d08ea74-1685-4dc2-b8d9-6a82e59674d0.jpg
gisors-maison-5855,maison,Maison — 200 m² — Gisors,Gisors,400000,40000000,a_vendre,200,5000,8,5,,14,/uploads/1295de89-942a-4d63-ba85-c23a65f1a67e.jpg|/uploads/8efe32e7-af05-45f0-b807-6897e44bbfb7.jpg|/uploads/f8ab1bd5-9d1b-42dd-9757-adaaa5631e48.jpg|/uploads/7fe626e4-d8bc-4201-92cd-f7fe411fdb7b.jpg|/uploads/cd2e895b-7b79-40ef-af97-55f977201fc7.jpg|/uploads/efae19d0-6713-44f2-85f4-621b7f676479.jpg|/uploads/719ef0e4-dffc-4ed3-9e15-e8316957b89e.jpg|/uploads/942dfe12-bc47-4444-922d-4b88c2cc9eea.jpg|/uploads/9e4f33a9-22aa-4d99-9d05-f992b5f23d5a.jpg|/uploads/65c671df-7404-4130-b6cb-996d1faa9c39.jpg|/uploads/521b3234-e4fe-4c50-83e6-78a4494d757c.jpg|/uploads/7fb40090-5815-4f9a-95e5-b64d550923f7.jpg|/uploads/ff8550ce-5dfb-4f16-8d8e-0f8c6f45315d.jpg|/uploads/e9f8a523-d49d-4c80-8cfe-b647c3b012bc.jpg
gisors-maison-5933,maison,Maison — 167 m² — Gisors,Gisors,417000,41700000,a_vendre,167,14033,10,4,,19,/uploads/3a69e493-9cb5-4815-91dc-c9dbb36c5419.jpg|/uploads/9ab81e5b-d849-4c5f-a06b-97662e44c75d.jpg|/uploads/e1108e36-b6a3-4258-8c6e-a90493bf1ef7.jpg|/uploads/78afc80d-dd73-4d54-beda-d2412f92babe.jpg|/uploads/40a8204b-2f85-4af5-9565-8b13c3f2d37f.jpg|/uploads/1d0cbf62-39e0-42a3-9010-30727b30b512.jpg|/uploads/d27350ed-60eb-4e68-bbc9-60537c589e09.jpg|/uploads/fe31bee1-f241-46d2-b8d6-80171de69dd1.jpg|/uploads/c679d17f-9002-4821-b28c-a3b5a4aae391.jpg|/uploads/561b101d-042d-4efe-ad8e-7c21cab13044.jpg|/uploads/dc1b7bcb-f0cc-416e-809b-ffba7f7c089d.jpg|/uploads/e84aa342-d2c0-402c-88a6-566e28dd484d.jpg|/uploads/4b2a0874-ab5f-40cf-8884-dbcae28b155b.jpg|/uploads/b29dc82d-c0c5-4f82-8985-1a9bb831697c.jpg|/uploads/2889d962-966a-428f-93d9-93ba917302d5.jpg|/uploads/fad88c5f-53e1-4bfa-a06d-2b9b0de532bc.jpg|/uploads/caefa40f-7718-40ce-b995-749101fdea70.jpg|/uploads/e5f7e894-1047-45a6-ba9f-e4b0b3103522.jpg|/uploads/d78a5b15-9a54-473a-9d93-ba68eb560d21.jpg
gisors-maison-6046,maison,Maison — 82 m² — Gisors,Gisors,437000,43700000,a_vendre,82,1623,4,3,,20,/uploads/24e117a9-2863-446e-8bcd-e3308d5a66c4.jpg|/uploads/f3223005-a2a8-4fc3-b6fe-ca11fdbda169.jpeg|/uploads/f4f72fd8-aea9-409f-8e40-5fbc52811452.jpg|/uploads/31bd3a3c-f1f0-4e1c-a1ab-43065856a907.jpeg|/uploads/76f8e1c0-6d47-4319-8cc7-84454884a514.jpeg|/uploads/4dc4eb8d-6786-49b7-acd1-99ee1ff0424d.jpeg|/uploads/a664f369-46f9-4ff9-be60-e7b47ee66c43.jpeg|/uploads/9a38e479-5dbd-4974-9183-a63f027371ea.jpeg|/uploads/f852b7b8-e522-4a62-b543-16cca452e237.jpeg|/uploads/c72a0586-934d-4b7d-90ba-75fffefd4f70.jpeg|/uploads/1dcf81fa-279e-454c-8c8b-91bcd25167d7.jpeg|/uploads/7cc218ae-7923-4b09-b905-ecbe8d28b12a.jpeg|/uploads/38aa4554-1cf2-4df1-9dc6-39ff807f86bd.jpeg|/uploads/9fd43812-2cae-418c-9bc7-8d6228a547b0.jpeg|/uploads/5b1e3e40-517d-4bce-b560-6fed6096c1a8.jpeg|/uploads/67a267b4-1390-409c-9276-15335151015a.jpeg|/uploads/9f51e0d3-dde6-4a11-b581-ccda49afdc4b.jpeg|/uploads/b6472667-0624-406f-823c-d81d8ba2bb50.jpeg|/uploads/2dd49389-8699-48cf-aed0-d66eac34c2c4.jpeg|/uploads/cb73276e-5dd1-44b3-b85b-ccdacad4b8eb.jpeg
gisors-maison-5959,maison,Maison — 320 m² — Gisors,Gisors,445000,44500000,a_vendre,320,3406,10,6,,10,/uploads/e293ef1d-8b0f-4869-80ca-dfc461eccf21.jpeg|/uploads/38b830ac-9ec7-47c6-97c5-d4e3ed994b70.jpeg|/uploads/59882d42-8742-4e94-aee1-5a6963772c27.jpeg|/uploads/9bdf2c30-9a4f-4d58-84ba-05834b3e656e.jpg|/uploads/ae0320b4-3e86-4810-a38b-da12c608aa7e.jpg|/uploads/46a11749-fec9-437a-beb3-95a33b325aa7.jpg|/uploads/c157a673-215c-462b-92ec-1c9dc0861fe9.jpg|/uploads/6c2820ab-1f98-440a-a075-fe89c0624b1f.jpg|/uploads/d692b8fb-58da-44c2-9dbf-dcb5f291f338.jpg|/uploads/4aeccefc-f593-4916-95f1-46fe73ca0249.jpg
gisors-maison-6026,maison,Maison — 186 m² — Gisors,Gisors,450000,45000000,a_vendre,186,415,8,3,,20,/uploads/720b365c-a9c6-4ae5-84c6-23a29e248a77.jpg|/uploads/094f107a-015f-4dea-837c-228a6f5bdb24.jpg|/uploads/1849a38d-5857-4286-b34c-d17d80960e4a.jpg|/uploads/77092e9f-06a2-4f9b-845e-82baf7aeda4b.jpg|/uploads/125f6409-7081-4ee9-bea6-1ce161dfc4ee.jpg|/uploads/544d8f68-7ed0-467c-a71d-ab1b9493eee8.jpg|/uploads/ba04a44b-50c4-4472-8f27-6f02bf2c0a7f.jpg|/uploads/a616b63a-9ccc-48e2-8959-57d0925082f6.jpg|/uploads/93bfa676-3bd9-4bfc-9142-d25304e57f49.jpg|/uploads/a26bbeeb-8efc-4f27-aa5b-524147d1a439.jpg|/uploads/be31749f-e37f-4223-b7eb-f8b86a63d6a3.jpg|/uploads/daea8c32-75ff-4df8-9383-ee85b2615335.jpg|/uploads/e31b1ec6-7e44-47c7-9224-3e4e32757aaa.jpg|/uploads/a5a6ebe1-0512-4ef2-84aa-6f73e8367f79.jpeg|/uploads/532be5ae-ab7e-4b9b-bf22-c640846936c7.jpg|/uploads/2cb93a62-b7ad-4b02-a2a9-1654360a679d.jpg|/uploads/fd888fd8-a5ad-423a-9186-bb9132e942fe.jpg|/uploads/4b8b841d-b7b5-4063-b4f8-4c261e15be2c.jpg|/uploads/0c3d092b-61ab-4d0e-b8d4-f8b9777fc069.jpg|/uploads/bfb1566f-64bc-4e3c-850c-07e3a5738df7.jpg
gisors-maison-6054,maison,Maison — 175 m² — Gisors,Gisors,457000,45700000,a_vendre,175,1930,9,7,,20,/uploads/16c47f06-0432-42f8-91c2-3a29b9d0fa01.jpeg|/uploads/e903e5d0-f4d9-400a-aac7-ee6d8e7c7a24.jpeg|/uploads/77269d51-9542-46e4-a731-5d609d59d156.jpeg|/uploads/12c202f1-3086-4cbe-9f71-776351c2f9a9.jpeg|/uploads/72da2934-2496-42a4-8cd6-8ce5d483b611.jpeg|/uploads/e47acb68-8649-408a-8113-a0ef8589c1a8.jpeg|/uploads/3b8030da-b996-4e91-a5b5-d7dc4db42ca1.jpeg|/uploads/ed952651-55f5-4981-a47a-c64628ff8cca.jpeg|/uploads/931fadc4-149a-43dd-a872-310dead6be84.jpeg|/uploads/b6e4055d-56e5-442d-8b25-3aa1d12e55f6.jpeg|/uploads/2099f175-9498-4563-9070-6312f8602490.jpeg|/uploads/82494f79-a988-4422-bba5-46157d83ad8f.jpeg|/uploads/3dd7c566-657d-4896-910d-f37eba459460.jpeg|/uploads/582061e4-a146-4102-bf59-c210e1d0fa72.jpeg|/uploads/6e2b1b5d-70bf-4c42-9b9d-f5107b32cc4a.jpeg|/uploads/47d5750a-0a00-49fc-b4d1-6b7526386b12.jpeg|/uploads/4fbce9b7-676b-4d14-ac72-b5b25f603dfb.jpeg|/uploads/e901981b-e01e-45f3-a69b-65ac77c6ed1b.jpeg|/uploads/37d0b83b-1a3a-475e-b0ca-eb0eae9e95f6.jpeg|/uploads/17ae0191-f9ad-419d-b075-7f698de2f52a.jpeg
gisors-maison-5988,maison,Maison — 190 m² — Gisors,Gisors,470000,47000000,a_vendre,190,758,10,5,,10,/uploads/0b692466-b929-453f-889c-d22f6a2cfc26.jpg|/uploads/08685ae8-6140-476e-baa1-945478633580.jpg|/uploads/ab3282eb-1b8f-46a9-bffc-67d84b60f04b.jpg|/uploads/0b072a21-0172-4b0c-b74f-a5bced86a377.jpg|/uploads/9b1ca047-9db3-46ed-abdf-c43fa4bd978e.jpg|/uploads/6551a4e9-86c1-4321-9ee6-2d80ad26b607.jpg|/uploads/7e4289e5-a92a-4648-9d22-81b42bfe07f8.jpg|/uploads/02cecc15-ded3-4df1-a69b-b62a34ffb4ad.jpg|/uploads/69ca2979-483d-44b1-8490-09e49e96d154.jpg|/uploads/98f722f7-f9d7-4eea-88d2-45f33fc4e60b.jpg
gisors-maison-5922,maison,Maison — 193 m² — Gisors,Gisors,495000,49500000,a_vendre,193,3476,7,4,,14,/uploads/8cdf3916-4cf3-4316-a9a6-059406382e5e.jpg|/uploads/0935c04d-fc0d-44bf-81be-b3babebb3f55.jpg|/uploads/de622924-c95c-4e76-8584-743f6fa14da5.jpg|/uploads/91891e94-b9b6-4936-a2cb-7b070659bee4.jpg|/uploads/bed1c9be-630f-48e7-948f-019582e4dcf0.jpg|/uploads/58bcc58d-fba7-4319-a88d-7858c63bc914.jpg|/uploads/cf4adb3f-7609-473f-9e92-92bd45c42fc6.jpg|/uploads/69bc72a0-c140-4ecd-b1fa-7f7bcfb2ee28.jpg|/uploads/601a4025-a82c-4be8-8af8-965569413492.jpg|/uploads/e4526b3c-ed37-4765-bf7f-aac6a4a3c15a.jpg|/uploads/b245e201-5441-4cf8-829c-dbd167c25df3.jpg|/uploads/e2053822-37fc-4f4a-9e68-d940659f97d5.jpg|/uploads/ee6aeb13-ce03-4b70-b33e-aac8e0d2b832.jpg|/uploads/5627c477-9795-4ce1-bcb9-ec4b6f4e47e2.jpg
gisors-maison-6028,maison,Maison — 161 m² — Gisors,Gisors,499000,49900000,a_vendre,161,3282,6,3,,20,/uploads/f1d31cde-5900-4ecc-bedc-5e349e2b4a23.jpg|/uploads/39f1ce63-bb88-4ef5-98ef-48eda0d0148f.jpg|/uploads/5a1cda85-7e07-4227-aa4f-77ccf5984705.jpg|/uploads/9d033ba9-bf22-4045-ba96-8706da563052.jpg|/uploads/7108e1d9-3e15-43f9-9f0b-fa0492980ea9.jpg|/uploads/13aaa77b-a5b2-4916-ace1-955486fe0c8b.jpg|/uploads/a02cfabb-be5f-4d27-a786-9d4d278e6d85.jpg|/uploads/753a18ef-4fe8-4554-b0e2-f4d6e97cbcf8.jpg|/uploads/0c48bbfb-f2a2-4eb9-93f6-ac2f159e680e.jpg|/uploads/58da1868-ab67-4c84-b9f0-6a3201be6569.jpg|/uploads/0f36636b-b69a-4b14-b2de-da5c1cfeca02.jpg|/uploads/b65d5f15-f445-4a44-bdaf-de3094b70273.jpg|/uploads/85bbdcc7-c1eb-4460-973a-8c78ed5289be.jpg|/uploads/d8dd5c8b-64ec-41cf-b06a-3a1312e148a3.jpg|/uploads/e49c7edb-5641-4b3c-8f6b-a37b736b39b1.jpg|/uploads/b333cefc-cdc4-4d82-a14c-1fd4f4b1ee97.jpg|/uploads/d4004ac0-556b-4f89-a896-6c3453173fa1.jpg|/uploads/463da473-8550-4370-aff2-74b4c25b2bb0.jpg|/uploads/b47cdf9e-23c1-471e-961e-6592bc3142a3.jpg|/uploads/36f9eba2-abaa-4e98-8611-4ba5f97b8f5c.jpg
gisors-maison-6031,maison,Maison — 175 m² — Gisors,Gisors,520000,52000000,a_vendre,175,23867,7,4,,13,/uploads/0a5bf8ef-b616-4211-b517-082bad44acc0.jpg|/uploads/9bc31c65-29a8-4cf7-8a02-a4f3b1a5e060.jpg|/uploads/a6b93da2-42a1-480a-9e4d-8709d2b697b4.jpg|/uploads/e1e1f62a-2605-4e34-9a23-9cee76b775e7.jpg|/uploads/aad68021-15b5-4a99-a3c9-b477d2d5ea47.jpg|/uploads/38c57887-2706-4eda-a4f8-96599ab737f3.jpg|/uploads/af62ac32-4ffb-47b9-b310-feb468e3d12d.jpg|/uploads/558de3e7-7d1c-4ad1-bd45-354dbbc11e44.jpg|/uploads/0c026d09-60b9-41b4-9b72-89bbbe79743b.jpg|/uploads/a50e1849-4ee6-48f8-b6a4-422f07b90fe3.jpg|/uploads/d98c09e2-d79c-49bd-9d3f-4fabd316cb2b.jpg|/uploads/af1d6e6e-bafd-4bd6-a7b8-752183739941.jpg|/uploads/c1a21e45-cd45-4e66-83a9-ef556ec37dbc.jpg
gisors-maison-6001,maison,Maison — 261 m² — Gisors,Gisors,542000,54200000,a_vendre,261,4372,8,5,,20,/uploads/dc537359-a80b-42d3-8267-64a7f0636ce0.jpeg|/uploads/7c0d611b-3faf-4809-924c-223961204743.jpeg|/uploads/9b41f68d-a55c-4799-9811-c0fcd383fe8e.jpg|/uploads/0458bbb6-1078-4e16-ab26-8b33010aed3e.jpg|/uploads/45ce6436-1718-4f0a-ba3b-a854fd581c48.jpg|/uploads/348c11b3-4838-434d-963b-6f1544d7270e.jpg|/uploads/8b735f8a-f54e-489b-96f2-abefdebc3002.jpg|/uploads/e89a1d11-72d1-4274-a2e5-d5e8911049e0.jpg|/uploads/bd6b6002-76df-4618-8868-799fc082eece.jpg|/uploads/3e81268e-51d2-41c4-90b3-7d8421e0dfd2.jpg|/uploads/bc285040-d56d-457b-8a95-79e0c21aa1a2.jpg|/uploads/2f9318bb-6cc5-46eb-b3ac-f5d0a22f0cc9.jpg|/uploads/f99db27f-39c2-4921-af6e-dff29c070d0d.jpg|/uploads/7234af61-08ec-4ac7-9f06-ba735392c956.jpeg|/uploads/1f954d46-9859-4a63-9bc1-c6fe263a36c2.jpeg|/uploads/2d9f283d-fde3-4b1f-b621-af16a1d4d03f.jpeg|/uploads/8f6d9df9-6607-456e-95c6-5db8675812fd.jpeg|/uploads/e976b912-cd61-43e2-a6ea-3c21e2be0d7c.jpeg|/uploads/0ea8f5d8-046f-4013-a5a3-2e9a1a56df88.jpg|/uploads/f2b20891-8349-4c4b-b8e8-f18b7b94ddb1.jpg
gisors-maison-5943,maison,Maison — 160 m² — Gisors,Gisors,573000,57300000,a_vendre,160,7851,7,4,,20,/uploads/7db92ce1-9df9-4344-86c5-30c67f683843.jpg|/uploads/fd479640-bf73-4e79-a12f-099a2fbd193f.jpg|/uploads/fe20c413-32be-4c88-ab65-a90789a31467.jpg|/uploads/8c8be4e3-7f41-4248-82ac-4196f3654b4f.jpg|/uploads/18063066-7a9e-4b33-b329-41700a9f0c83.jpg|/uploads/5854b60a-1a24-45db-ba8e-94bc52ec97e1.jpg|/uploads/af8a833c-57d6-4966-8457-b98f5930f161.jpg|/uploads/e48c90b5-c8f1-48e2-a944-1da6a342e211.jpg|/uploads/26303b64-d5b6-4f8f-a0c4-52f0332d5b67.jpg|/uploads/3733b2b8-1138-468f-a81d-6129b12e0cc0.jpg|/uploads/1bfda9c0-fd16-4ece-b003-25d32c72c8e8.jpg|/uploads/77348731-99eb-4ac4-9d41-9cab29a35d0c.jpg|/uploads/724319da-587c-475b-a8b2-c5c30ae055d2.jpg|/uploads/f798cff5-8478-41af-b763-2e85a9f546f3.jpg|/uploads/6d6802e9-8937-41df-91ac-1d8dc96d05b8.jpg|/uploads/069b5d49-89fa-417f-aea7-7548cde31bf9.jpg|/uploads/52a111c5-f5d5-4cc6-9c54-daafb26684a3.jpg|/uploads/9e141934-9c0a-4611-826f-ff565530437c.jpg|/uploads/59c57ea5-749b-4a3a-88ea-7738ffe1424f.jpg|/uploads/746af2f3-b9e8-4ce6-8553-74c6d1db8416.jpg
les-thilliers-en-vexin-terrain-5997,terrain,Terrain — 184 m² — Les thilliers en vexin,Les thilliers en vexin,262000,26200000,a_vendre,184,1091,10,7,,4,/uploads/50a1ad65-0bfc-48a6-99e9-05467e9bab42.jpg|/uploads/e3a6f321-9105-4e96-a08b-379fcdbd27fe.jpg|/uploads/cd4268d3-9e6e-4a58-a4c7-be0cb7ae1864.jpg|/uploads/bc64798f-30d5-45ce-8822-e5a66ce8399e.jpg
les-thilliers-en-vexin-maison-5848,maison,Maison — 165 m² — Les thilliers en vexin,Les thilliers en vexin,345000,34500000,a_vendre,165,1277,6,4,,9,/uploads/25755d4b-f07c-4d31-9f40-581316a28e83.jpg|/uploads/77079165-d48c-4563-99dd-289299c15c24.jpg|/uploads/7a76acc6-319b-47ae-a7c1-f632e2b3eb7f.jpg|/uploads/f5ef884a-229a-483f-bf2c-15ed2e50bb32.jpg|/uploads/151e9afd-9ba5-4a43-8811-e081f0fe3f6e.jpg|/uploads/dae0bb72-8177-4d9d-8c03-28d8d2bfbf79.jpg|/uploads/a8d5099c-067c-423c-9c30-486a7d2a72a0.jpg|/uploads/62962516-4b06-4da4-a889-a0c13e225a6c.jpg|/uploads/24e1a4f4-e735-4476-9b6b-a61060336bff.jpg
magny-en-vexin-maison-6041,maison,Maison — 203 m² — Magny en vexin,Magny en vexin,324000,32400000,a_vendre,203,5637,8,4,,14,/uploads/6cb36fd5-81ec-4e80-a9fa-9fe5438dd168.jpg|/uploads/e043a93d-cc23-4c6f-9d89-0f6628e277e4.jpg|/uploads/b6294ff6-f46b-4aec-9b8a-0000ff33d8f4.jpeg|/uploads/6cc4a5f8-7201-4d51-ac38-c8f25b651ebe.jpeg|/uploads/8c699c52-1442-4d0b-a128-0d68ef56bf4b.jpeg|/uploads/02d02b35-7fa2-4658-8888-7867fa7b6ade.jpeg|/uploads/8c134457-a2e6-476b-8967-e7d5bfcc40ec.jpeg|/uploads/6785d22c-8936-449c-bd46-bfcee9c2939e.jpeg|/uploads/277b168a-d10f-43ba-b889-6ce3ffccd9eb.jpeg|/uploads/d031a3cc-d0a5-4b5c-aff4-73be9e538385.jpeg|/uploads/4773682f-277b-453b-ae0b-4c04f7ecde4c.jpeg|/uploads/6e0d8972-7f56-40bc-9b88-d3356fdd067b.jpeg|/uploads/4ae2f70b-40b1-4363-89aa-e403c6baed20.jpg|/uploads/98c887bc-c3e6-464a-972f-664f7edca6df.jpeg
magny-en-vexin-maison-6058,maison,Maison — 210 m² — Magny en vexin,Magny en vexin,573000,57300000,a_vendre,210,2611,10,5,,19,/uploads/c15209bc-1060-4d99-92fb-faf90d0de867.jpg|/uploads/1f7e5509-1853-4a77-86ba-bc7d65edf784.jpg|/uploads/79acf239-a8ed-44e3-918c-68c3c5b95ba1.jpg|/uploads/5efb0098-1807-4f69-8825-2f3f19c879a1.jpg|/uploads/d8c51355-0343-49da-bc59-00ed0b1dbf22.jpg|/uploads/b0f87fda-c3af-4922-85c3-b9606ec246c2.jpg|/uploads/2e2c78e9-cd1b-4a8e-8e08-e51c43e3503d.jpg|/uploads/a4380c97-06a9-4832-8560-fa34c7585a56.jpg|/uploads/9e97e9be-d420-4c1c-8b67-7a8307ec43ee.jpg|/uploads/a82849e6-710a-49c2-b987-f6f1afe01b3a.jpg|/uploads/88891137-5436-452a-a4a9-ee05c709659f.jpg|/uploads/93c4a8dc-2379-47e7-b4fa-d8c8d9823802.jpg|/uploads/73e1bcce-9031-41bb-a3e0-db4865664bd9.jpg|/uploads/cf93b148-96e6-42f8-aac6-fe9553836e4a.jpg|/uploads/05824476-013a-4a7a-835c-ad79c11aa252.jpg|/uploads/9d14c926-5f13-4885-aee5-e4cbd2f43f48.jpg|/uploads/0f3857c6-90b5-4c0e-bca2-a3db9bcc8a05.jpg|/uploads/8f4acd77-88ba-4424-9964-2dbe76685822.jpg|/uploads/7d3749de-c1ef-4317-a646-47736234e21f.jpg
saint-clair-sur-epte-maison-5889,maison,Maison — 141 m² — Saint clair sur epte,Saint clair sur epte,350000,35000000,a_vendre,141,890,5,3,,14,/uploads/4b5483c3-fa17-4eb8-8a8c-d9a3029601c7.jpg|/uploads/082fefb4-338c-4435-99c4-cbc0cd8194fc.jpg|/uploads/dbb1d28c-99f1-4c96-92d6-690ef90765cb.jpg|/uploads/53be4998-ab0a-4c30-a139-186c78aa2818.jpg|/uploads/8566fb4c-3fe2-4940-87c4-64f1e8c06801.jpg|/uploads/c616aa39-6637-4c1e-9f0e-5716adee7f77.jpg|/uploads/333a2798-3f34-40b7-b570-b7c3d39786e9.jpg|/uploads/34f80cc9-039b-4e5d-9eaa-a1ae3f334056.jpg|/uploads/9e4287be-8f0a-46fd-866e-34aadfc288f2.jpg|/uploads/822b5276-7e1f-46f3-9232-749a6ff2437b.jpg|/uploads/80e06fd7-3206-4f8c-b3bf-31b683c2a610.jpg|/uploads/992d76aa-2a89-432b-a90a-d2058c87dd08.jpg|/uploads/fad2c567-5cff-438b-92b7-b32c55277646.jpg|/uploads/7b14e93d-99be-42aa-9a01-0ea8402fc1b0.jpg
